Title,Price,Region,Bedrooms,Floor Area,Lot Area,URL,Image Link,Barangay,Town/City,Longitude,Latitude,price_per_sqm,id,Price_log
"Townhouse For Sale in San Francisco Del Monte, Quezon City",12500000,Metro Manila,3,180,76,https://www.lamudi.com.ph/townhouse-for-sale-in-san-francisco-del-monte-quez-168853122758.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f07b1b8b2545dc.webp,Bungad,Quezon City,121.023475,14.649728,164473.68421052632,10562,16.34123920227253
Town and Country Ex. Village | 5 Bedroom House and Lot in Antipolo City For Sale,12500000,Rizal,5,270,105,https://www.lamudi.com.ph/town-and-country-ex-village-5-bedroom-house-and-lot-in-antipolo-city-for-sale.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a1e1ca2fa3dfa9.webp,Mayamot,Antipolo,121.141432,14.611857,119047.61904761904,10540,16.34123920227253
"Corner House with 1 Car Garage for sale in BF Resort Village, Las Piñas",10000000,Metro Manila,4,145,128,https://www.lamudi.com.ph/corner-house-with-1-car-garage-for-sale-in-bf-reso-168121391783.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4a13c931828947.webp,Talon Uno,Las Piñas,120.987165,14.446596,78125.0,10562,16.11809565095832
"For Sale 3 Storey Brand New Duplex House and Lot in Pilar Village, Las Piñas",5800000,Metro Manila,3,128,52,https://www.lamudi.com.ph/for-sale-3-storey-brand-new-duplex-house-and-lot-in-pilar-village-las-pinas-20.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/540e4b553c3ad8.webp,Pilar,Las Piñas,121.0080137,14.417168,111538.46153846152,10562,15.573368475516649
Affordable RFO 2 bedroom Townhouse for Sale - Las Pinas City,4899000,Metro Manila,2,54,51,https://www.lamudi.com.ph/affordable-rfo-2-bedroom-townhouse-for-sale-las-pinas-city.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/23780d4e350784.webp,Pamplona Uno,Las Piñas,120.970077,14.457726,96058.82352941176,10562,15.404541660620712
"Brand New House and Lot For Sale Prime Location, Las Piñas City",7126000,Metro Manila,3,117,67,https://www.lamudi.com.ph/brand-new-house-and-lot-for-sale-prime-location-las-pinas-city.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3c11fcffc40a6c.webp,Almanza Uno,Las Piñas,121.0140532,14.4324914,106358.20895522388,10562,15.779260625147918
Modern Design Full Two Storey House in BF Homes Parañaque City,33000000,Metro Manila,5,375,288,https://www.lamudi.com.ph/modern-design-full-two-storey-house-in-bf-homes-pa-168975495057.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ae6384bcf0eab0.webp,B.F. Homes,Parañaque,121.0245799,14.4521766,114583.33333333331,10562,17.312018119430753
Modern House and Lot with Balcony for Sale in Parang Marikina City,8900000,Metro Manila,4,100,120,https://www.lamudi.com.ph/modern-house-and-lot-with-balcony-for-sale-in-para-168735766232.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/4d3ab0dc0d440f.webp,Parang,Marikina,121.1127250111,14.655861837854,74166.66666666667,10562,16.00156183470237
For Sale Well Maintained 2 Storey Duplex House in BF Resort Village Las Piñas,6100000,Metro Manila,3,120,75,https://www.lamudi.com.ph/for-sale-well-maintained-2-storey-duplex-in-bf-resort-village-las-pinas-25.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/568abf277fe871.webp,Talon Dos,Las Piñas,120.985214,14.438526,81333.33333333333,10562,15.623799329143539
Rent-To-Own House and Lot near Marquee Mall Angeles City by Ayala Land,4800000,Pampanga,3,80,100,https://www.lamudi.com.ph/rent-to-own-house-and-lot-near-marquee-mall-angele-167883870025.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c0a5518bee27c4.webp,Sapang Maisac,Mexico,120.665111,15.169115,48000.0,10572,15.38412647587812
elegant triplex house in las pinas city,6800000,Metro Manila,3,120,80,https://www.lamudi.com.ph/elegant-triplex-house-in-las-pinas-city-166924900484.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c5d9c90975c194.webp,Pilar,Las Piñas,121.0080137,14.417168,85000.0,10562,15.732433170146335
AVIDA VILLAGE CERISE NUVALI Newly-Renovated House for Starting Family FOR SALE!,5000000,Laguna,2,60,110,https://www.lamudi.com.ph/avida-village-cerise-nuvali-newly-renovated-house-166134109034.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e070ee13ccd334.webp,Canlubang,Calamba,121.0878,14.1951,45454.545454545456,10582,15.424948470398375
Spacious 3 Bedrooms Bungalow House and Lot (corner mainroad) for Sale in Angeles,13200000,Pampanga,3,180,311,https://www.lamudi.com.ph/spacious-3-bedrooms-bungalow-house-and-lot-corner-168579067179.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/01884f7244d180.webp,Capaya,Angeles,120.652691,15.139355,42443.72990353698,10572,16.3957273875566
House and Lot with 2 Bedrooms and Provision for Second Floor,5000000,Cavite,2,85,150,https://www.lamudi.com.ph/house-and-lot-with-2-bedrooms-and-provision-for-se-169089214824.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7e20f361c5a5aa.webp,San Agustin I,Dasmariñas,120.944111,14.304975,33333.333333333336,10571,15.424948470398375
"3 Bedroom Townhouse for Sale in Marimar, Bicutan, Parañaque City",7750000,Metro Manila,3,125,81,https://www.lamudi.com.ph/3-bedroom-townhouse-for-sale-in-marimar-bicutan-pa-169061772872.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/78b4cb230a3b5e.webp,Sun Valley,Parañaque,121.038006,14.491803,95679.01234567902,10562,15.86320340132953
"6 Bedroom House and Lot for sale in Greenwoods Village, Pasig City",18800000,Metro Manila,4,326,300,https://www.lamudi.com.ph/6-bedroom-house-and-lot-for-sale-in-greenwoods-vil-168352599267.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/984c3bda4e983a.webp,Ugong Norte,Quezon City,121.070815,14.596756,62666.66666666666,10562,16.749367427800177
Multi-level Modern Contemporary Home for sale in Havila TAYTAY RIZAL,37000000,Rizal,4,300,192,https://www.lamudi.com.ph/multi-level-modern-contemporary-home-for-sale-in-h-168581088831.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f9fc118a970785.webp,Dolores,Taytay,121.148117,14.573461,192708.3333333333,10540,17.4264284706085
Newly Renovated Two ( 2) storey Classic House in BF Homes Parañaque,25000000,Metro Manila,5,380,408,https://www.lamudi.com.ph/newly-renovated-two-2-storey-classic-house-in-bf-h-168448008765.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/755edb18d738fd.webp,B.F. Homes,Parañaque,121.02368,14.45052,61274.509803921566,10562,17.034386382832476
"2-Storey House and Lot for Sale in San Miguel Village, Makati",100000000,Metro Manila,4,481,890,https://www.lamudi.com.ph/2-storey-house-and-lot-for-sale-in-san-miguel-vill-168854817081.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e4e19df8d9d6c6.webp,San Miguel Village,Makati,121.025511,14.56596,112359.55056179776,10562,18.420680743952367
"Talanai Homes | 3-Bedroom 2-Storey AGOHO House and Lot for Sale in Mabalacat, Pampang...",2706500,Pampanga,3,62,65,https://www.lamudi.com.ph/talanai-homes-3-bedroom-2-storey-agoho-house-and-l-168803261390.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/111f6f37362fdc.webp,Sapang Biabas,Mabalacat,120.634718,15.20769,41638.46153846154,10572,14.81116684521917
"3 Bedrooms, 2 Toilet and Bath Inner Townhouse For Sale in San Pablo, Laguna",2000000,Laguna,3,48,48,https://www.lamudi.com.ph/2-bedroom-2-toilet-and-bath-inner-town-house-166305641514.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5e7942d188859b.webp,Soledad,San Pablo,121.3168597,14.0414842,41666.66666666666,10582,14.508657738524219
"Townhouse for sale at Sunrise Alexa Subdivision Hills in Antipolo, Rizal",3825000,Rizal,2,81,60,https://www.lamudi.com.ph/townhouse-for-sale-at-sunrise-alexa-subdivision-hills-in-antipolo-rizal.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f0a2a14bf6db7a.webp,Muntingdilaw,Antipolo,121.180373,14.580645,63750.0,10540,15.157069025242773
Moonwalk 3 Storey Brand New Townhouse for Sale,12460000,Metro Manila,3,191,78,https://www.lamudi.com.ph/moonwalk-3-storey-brand-new-townhouse-for-sale-166674609765.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d1d87f38e1bf23.webp,Moonwalk,Parañaque,121.008496,14.492371,159743.58974358975,10562,16.33803407132358
"Camella Sierra Metro East | ELLA SF wB, NRFO 5BR House and Lot for Sale in Antipolo, ...",10983000,Rizal,5,100,176,https://www.lamudi.com.ph/camella-sierra-metro-east-ella-sf-wb-nrfo-5br-hous-168560470635.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8a52bbff31b6bf.webp,Dalig,Antipolo,121.1957324,14.5581146714,62403.40909090909,10540,16.21185918077048
3 Bedroom House and Lot Unit for Sale in Carmona Estates (Pines),4432807,Cavite,3,102,60,https://www.lamudi.com.ph/3-bedroom-house-and-lot-unit-for-sale-in-carmona-estates-pines.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/1411e4616c497f.webp,Lantic,Carmona,121.0393379,14.2857792,73880.11666666667,10571,15.30454357567137
3 Bedroom House and Lot for Sale in Kingspoint Subdivision Quezon City,23000000,Metro Manila,3,220,219,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-in-kingspoint-subdivision-quezon-city-evelyn.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/263969a405c67f.webp,Novaliches,Quezon City,121.0288971,14.6936964,105022.83105022831,10562,16.951004773893423
4-BR Prime Residential House in Sun Valley Estates & Golf Club Antipolo,16650000,Rizal,4,172,264,https://www.lamudi.com.ph/4-br-prime-residential-house-in-sun-valley-estates-golf-club-antipolo.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0909c64a926ac1.webp,Bagong Nayon,Antipolo,121.254587,14.721661,63068.181818181816,10540,16.627920774390727
Single House and Lot In Pilar Village Las Pinas City,7000000,Metro Manila,4,119,120,https://www.lamudi.com.ph/single-house-and-lot-in-pilar-village-las-pinas-ci-166821661495.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/08cbb970f5f7d0.webp,Pilar,Las Piñas,121.0080137,14.417168,58333.333333333336,10562,15.761420707019587
"For Sale 3 Bedrooms House and Lot in Pilar, Las Piñas City, Metro Manila",7589000,Metro Manila,3,167,68,https://www.lamudi.com.ph/3-bedrooms-house-and-lot-in-las-pinas-city-167271335473.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a37f0216b1a906.webp,Pilar,Las Piñas,121.0080137,14.417168,111602.9411764706,10562,15.84221038838605
"4 Bedroom Two Storey House And Lot For Sale At Lakeshore Estate, Mexico,Pampanga",15000000,Pampanga,4,256,370,https://www.lamudi.com.ph/4-bedroom-two-storey-house-and-lot-for-sale-at-lak-167142249317.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/26df6d41a1f326.webp,Masangsang,Mexico,120.749349,15.43311,40540.54054054054,10572,16.523560759066484
Fully Renovated and furnished One Storey House Modern Designed Home in BF Homes,25000000,Metro Manila,4,300,280,https://www.lamudi.com.ph/fully-renovated-and-furnished-one-storey-house-mod-168974792734.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/bc6b91961eb620.webp,B.F. Homes,Parañaque,121.0245799,14.4521766,89285.71428571429,10562,17.034386382832476
"For Sale Venare Nuvali Brand New House and Lot in Calamba, Laguna",30000000,Laguna,4,310,243,https://www.lamudi.com.ph/for-sale-venare-nuvali-brand-new-house-and-lot-in-168396283388.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7d2cb5568d4cc7.webp,Canlubang,Calamba,121.0533622,14.1857173,123456.79012345678,10582,17.216707939626428
Alabang House For Sale - Tierra Nueva Village,37000000,Metro Manila,4,380,350,https://www.lamudi.com.ph/alabang-house-for-sale-tierra-nueva-village-167835749624.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/81efd5cebd0b75.webp,Cupang,Muntinlupa,121.040194,14.434669,105714.28571428572,10562,17.4264284706085
Impressive Huge Brand New Bungalow House and Lot for Sale in BF Homes Parañaque,34000000,Metro Manila,5,430,535,https://www.lamudi.com.ph/impressive-huge-brand-new-bungalow-house-and-lot-for-sale-in-bf-homes-paranaque.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7dfd570b6f60c8.webp,B.F. Homes,Parañaque,121.0250534,14.44490551,63551.40186915888,10562,17.341871082580436
Brand New Corner House and Lot in BF Homes Paranaque,28500000,Metro Manila,5,320,288,https://www.lamudi.com.ph/brand-new-corner-house-and-lot-in-bf-homes-paranaq-167824571086.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/bec44cebdc0f6d.webp,B.F. Homes,Parañaque,121.0245799,14.4521766,98958.33333333331,10562,17.16541464523888
"For sale Single Detached House and Lot in South Green Heights, Muntinlupa",6000000,Metro Manila,3,175,149,https://www.lamudi.com.ph/for-sale-single-detached-house-and-lot-in-south-green-heights-muntinlupa.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/bbea2d0ae44c9b.webp,Putatan,Muntinlupa,121.036376,14.398367,40268.45637583893,10562,15.60727002719233
4 Bedroom House and Lot Unit for Sale in Carmona Estates (Oakwood),4955603,Cavite,4,104,88,https://www.lamudi.com.ph/4-bedroom-house-and-lot-unit-for-sale-in-carmona-estates-oakwood.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/dea9ae2f86fced.webp,Lantic,Carmona,121.0393379,14.2857792,56313.670454545456,10571,15.416029413599274
4Bedrooms Single House and Lot inside Executive Village Antipolo OverlookingView,18000000,Rizal,4,200,157,https://www.lamudi.com.ph/4bedrooms-single-house-and-lot-inside-executive-vi-168328997646.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/39c51f7c9c9b90.webp,Mambugan,Antipolo,121.157573,14.58843,114649.68152866242,10540,16.70588231586044
4 Bedrooms Ready for Occupancy Townhouse For Sale in Congressional Quezon City,12900000,Metro Manila,4,199,50,https://www.lamudi.com.ph/4-bedrooms-ready-for-occupancy-townhouse-for-sale-168940567650.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/94a5bd8fd9aba5.webp,Congressional Avenue,Quezon City,121.03124,14.66659,258000.0,10562,16.3727378693319
"4 Bedroom Ready For Occupancy House for sale in Cabanatuan, Nueva Ecija",7500000,Nueva Ecija,4,180,204,https://www.lamudi.com.ph/4-bedroom-ready-for-occupancy-house-for-sale-in-ca-169134145168.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/995bef7982313b.webp,Sumacab Este,Cabanatuan,120.964743,15.451045,36764.705882352944,10557,15.830413578506539
For Sale Modern Type House and Lot in Pilar Village Las Piñas City,9500000,Metro Manila,4,135,92,https://www.lamudi.com.ph/for-sale-modern-type-house-and-lot-in-pilar-village-las-pinas-city.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/95387f0c48438d.webp,Pilar,Las Piñas,121.0080137,14.417168,103260.8695652174,10562,16.06680235657077
"Alabang West Village 5BR House and Lot for Sale Daang Hari Road, Las Piñas City",62000000,Metro Manila,5,323,302,https://www.lamudi.com.ph/alabang-west-village-5br-house-and-lot-for-sale-da-169108106410.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c3bd5990d3942c.webp,Almanza Dos,Las Piñas,121.0078767,14.4023926,205298.0132450331,10562,17.942644943009366
House For Sale in Dasmarinas Cavite. Fully Furnished.,15000000,Cavite,5,300,384,https://www.lamudi.com.ph/house-for-sale-in-dasmarinas-cavite-fully-furnishe-16589090734.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/08e986a44dfb12.webp,Sampaloc IV,Dasmariñas,120.973486,14.302195,39062.5,10571,16.523560759066484
"4 Bedroom Charming House for Sale in Camp 7, Baguio City.",25000000,Benguet,4,250,183,https://www.lamudi.com.ph/4-bedroom-charming-house-for-sale-in-camp-7-baguio-16835359091.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/329105f517e7a7.webp,Camp 7,Baguio,120.600513,16.381866,136612.0218579235,10530,17.034386382832476
Fully Furnished. Tagaytay 3 Story Duplex House for Sale with Pool.,14500000,Cavite,5,330,204,https://www.lamudi.com.ph/fully-furnished-tagaytay-3-story-duplex-house-for-168679599988.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7f1b3963cd7ee5.webp,Mag-Asawang Ilat,Tagaytay,120.965346,14.131595,71078.43137254902,10571,16.489659207390805
2 Bedroom Townhouse Unit for sale at Courtyards at Golden Horizon (Elena),1648940,Cavite,2,52,40,https://www.lamudi.com.ph/2-bedroom-townhouse-unit-for-sale-at-courtyards-at-golden-horizon-elena.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7eb274f20c9ec2.webp,Perez,Trece Martires,120.886854,14.290812,41223.5,10571,14.315643215191464
"Dasmarinas Village 5 Bedroom House with Pool for Sale, Makati City",289080000,Metro Manila,5,631,876,https://www.lamudi.com.ph/dasmarinas-village-5-bedroom-house-with-pool-for-sale-makati-city-456064-21.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/817e4c4bb290bc.webp,Dasmariñas,Makati,121.0303116,14.5373798,330000.0,10562,19.482214024379054
"2 Storey Townhouse For Sale in Birmingham Metropolis Village 3, Pasig",6330000,Metro Manila,3,70,60,https://www.lamudi.com.ph/2-storey-townhouse-for-sale-in-birmingham-metropol-165892906983.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d9ac208224ebe4.webp,Santa Lucia,Pasig,121.101245,14.583952,105500.0,10562,15.660810794120358
Brand New 2 Storey Single Detached House with Nice Location for sale in Imus,12500000,Cavite,4,235,180,https://www.lamudi.com.ph/brand-new-2-storey-single-detached-house-with-nice-16838233658.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/791b8f06e0a73d.webp,Anabu I-D,Imus,120.934575,14.3911253,69444.44444444444,10571,16.34123920227253
For Sale: Well-maintained 2-Storey House with pool at Loyola Grand Villas,85000000,Metro Manila,4,600,587,https://www.lamudi.com.ph/for-sale-well-maintained-2-storey-house-with-pool-at-loyola-grand-villas.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/902d4410a4c4e6.webp,Matandang Balara,Quezon City,121.0703242,14.6129577,144804.08858603067,10562,18.258161814454592
"RFO 4 Bedroom House and Lot for sale - Las Piñas City, Metro Manila",5730000,Metro Manila,3,73,74,https://www.lamudi.com.ph/rfo-4-bedroom-house-and-lot-for-sale-las-pinas-city.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/05b12bc3ba705d.webp,Talon Kuatro,Las Piñas,120.9997847,14.4371254,77432.43243243243,10562,15.561226088690923
"4 Bedroom House and Lot For Sale in Magallanes Village, Makati City",125000000,Metro Manila,4,400,401,https://www.lamudi.com.ph/magallanes-village-3br-for-sale-166425789071.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/aebeaa0f233979.webp,Magallanes,Makati,121.017778,14.534456,311720.6982543641,10562,18.643824295266576
"For Sale Elegant Triplex House in Moonwalk Village, Las Piñas City",8548000,Metro Manila,3,167,63,https://www.lamudi.com.ph/elegant-triplex-house-in-moonwalk-las-pinas-city-166666763041.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/76bfeeafae8541.webp,Talon Kuatro,Las Piñas,120.9997847,14.4371254,135682.53968253967,10562,15.961207895421175
Brand New & Elegant House & Lot for Sale currently tenanted w/ high paying rent,400000000,Metro Manila,4,560,570,https://www.lamudi.com.ph/brand-new-elegant-house-lot-for-sale-currently-ten-168923816460.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/eb0ce85b8e1edf.webp,San Lorenzo,Makati,121.019175,14.550759,701754.3859649122,10562,19.806975105072254
"For Sale 4 Bedrooms 2 Garage Single Dettached House in Better Living, Parañaque",20000000,Metro Manila,4,350,210,https://www.lamudi.com.ph/4-bedrooms-2-garage-single-dettached-house-in-bett-167046173078.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/87fdf1eafb138e.webp,Don Bosco,Parañaque,121.024909,14.482705,95238.09523809524,10562,16.811242831518264
"Newly Built Two-Storey House with Pool For Sale in Mabalacat, Pampanga",12000000,Pampanga,3,209,174,https://www.lamudi.com.ph/newly-built-two-storey-house-with-pool-for-sale-in-mabalacat-pampanga.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/31d09cb646110e.webp,Dau,Mabalacat,120.617007,15.192175,68965.5172413793,10572,16.300417207752275
Reduced Price Hurry! Spacious White Plains House and Lot for sale at Quezon City,88888000,Metro Manila,3,290,433,https://www.lamudi.com.ph/reduced-price-hurry-spacious-white-plains-house-an-168180371614.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/cec5598513ff20.webp,White Plains,Quezon City,121.0711795,14.6060344,205284.06466512705,10562,18.302887708245983
PHirst Editions Batulao- Charles Unit for Sale in Nasugbu City Batangas (B22 L7),4976854,Batangas,3,70,112,https://www.lamudi.com.ph/phirst-editions-batulao-charles-unit-for-sale-in-n-167756506039.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f295f573ea48df.webp,Kaylaway,Nasugbu,120.8406839,14.07636889,44436.19642857143,10583,15.420308522469686
5 Bedroom House and Lot for Sale in Francisco Tagaytay City,21251400,Cavite,5,180,352,https://www.lamudi.com.ph/5-bedroom-house-and-lot-for-sale-in-francisco-taga-169096901170.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5940f04fe432e3.webp,Francisco,Tagaytay,120.98341,14.124996,60373.295454545456,10571,16.871933333517493
"For Sale Single Detached House and Lot in Sun Valley Estates, Antipolo City",20000000,Rizal,4,204,254,https://www.lamudi.com.ph/for-sale-single-detached-house-and-lot-in-sun-vall-167841926633.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/25153970e3e5d6.webp,Bagong Nayon,Antipolo,121.210775,14.705728,78740.15748031496,10540,16.811242831518264
2 Bedroom Townhouse Unit for sale at Althea Villas (Villas UI),3891800,Laguna,2,50,50,https://www.lamudi.com.ph/2-bedroom-townhouse-unit-for-sale-at-althea-villas-167565564666.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/73f64d8e935216.webp,Santo Tomas,Biñan,121.0715461,14.3114915,77836.0,10582,15.174382333506193
Located in a secured subdivision near Sm Telabastagan,30000000,Pampanga,5,320,480,https://www.lamudi.com.ph/located-in-a-secured-subdivision-near-sm-telabasta-169115568725.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/35f7cac43eac5d.webp,Cuayan,Angeles,120.579214,15.13943,62500.0,10572,17.216707939626428
"5 Minutes walk to SM Southmall, Bungalow House for sale in Pilar Village Las Pin",16500000,Metro Manila,4,190,280,https://www.lamudi.com.ph/5-minutes-walk-to-sm-southmall-bungalow-house-for-168423455298.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/95f5587eb65d93.webp,Pilar,Las Piñas,121.01301,14.42922,58928.57142857143,10562,16.61887093887081
"Spacious Single Detached House For Sale in BF Resort Village, Las Piñas City",25000000,Metro Manila,4,195,436,https://www.lamudi.com.ph/spacious-single-detached-house-for-sale-in-bf-reso-168448913011.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/bdb6f58f93aad8.webp,Talon Dos,Las Piñas,120.99425,14.43278,57339.4495412844,10562,17.034386382832476
"RFO Modern Design Single Attached House and Lot in Pilar Village, Las Piñas City",7200000,Metro Manila,3,128,120,https://www.lamudi.com.ph/ready-for-occupancy-modern-design-single-attached-167634289053.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/265f7621d1d5ce.webp,Pilar,Las Piñas,121.0080137,14.417168,60000.0,10562,15.789591583986283
"Fully Furnished 2 Story Modern House & Lot For Sale in San Pedro, Laguna",12499000,Laguna,4,220,160,https://www.lamudi.com.ph/fully-furnished-2-story-modern-house-lot-for-sale-in-san-pedro-laguna.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/251e8922dec35c.webp,San Antonio,San Pedro,121.0433415,14.3669314,78118.75,10582,16.341159199072358
"For Sale 5 Bedrooms Single Detached in Addition Hills, San Juan City",80000000,Metro Manila,5,470,215,https://www.lamudi.com.ph/for-sale-single-detached-addition-hills-5-bedrooms-16732427694.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/fc63d22db97f09.webp,Addition Hills,San Juan,121.0389312,14.5939458,372093.0232558139,10562,18.197537192638155
For sale corner house with 1 car garage in bf resort village las piñas,9400000,Metro Manila,4,128,145,https://www.lamudi.com.ph/for-sale-corner-house-with-1-car-garage-in-bf-reso-166973076458.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/21ba752a9885c8.webp,Talon Uno,Las Piñas,120.9928685,14.44355839,64827.58620689655,10562,16.056220247240233
"For Sale in Pacifictown Executive Village in Conchu, Trece Martires, Cavite",1892000,Cavite,2,42,42,https://www.lamudi.com.ph/for-sale-in-pacifictown-executive-village-in-conch-168631747321.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e0f49c6bdb0a8e.webp,Conchu,Trece Martires,120.882234,14.257876,45047.619047619046,10571,14.45314502859396
"3 Bedroom Townhouse for Sale in Jeanette Gardens 1, Las Piñas City",5800000,Metro Manila,3,95,58,https://www.lamudi.com.ph/3-bedroom-townhouse-for-sale-in-jeanette-gardens-1-168564170080.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/80dd585fac41a5.webp,Pulang Lupa Uno,Las Piñas,120.97595,14.472631,100000.0,10562,15.573368475516649
Luxurious Grand House For Sale in BF Resort Las Piñas 4 Big Bedrooms & Spacious,22000000,Metro Manila,4,600,414,https://www.lamudi.com.ph/luxurious-grand-house-for-sale-in-bf-resort-las-pi-168129383112.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/71716ac96f410e.webp,Talon Uno,Las Piñas,120.99487,14.428429,53140.096618357486,10562,16.90655301132259
